User_ID,Timestamp,Notifications_Received,Screen_Time
U_00041,2021-01-02 16:00:00,41,5.182799056819463
U_00042,2021-01-02 17:00:00,33,0.8415566768075253
U_00043,2021-01-02 18:00:00,16,6.0181933362397775
U_00044,2021-01-02 19:00:00,31,5.97702851490821
U_00045,2021-01-02 20:00:00,68,7.93427373160865
U_00046,2021-01-02 21:00:00,70,4.954239579785109
U_00047,2021-01-02 22:00:00,25,4.579663138932815
U_00048,2021-01-02 23:00:00,78,6.714184433612261
U_00049,2021-01-03 00:00:00,30,4.779661702481372
U_00050,2021-01-03 01:00:00,52,6.433197211676827
U_00051,2021-01-03 02:00:00,50,7.854512943991938
U_00052,2021-01-03 03:00:00,60,3.9396684789173237
U_00053,2021-01-03 04:00:00,73,2.234801598775677
U_00054,2021-01-03 05:00:00,63,2.585697232788072
U_00055,2021-01-03 06:00:00,55,2.262406711069066
U_00056,2021-01-03 07:00:00,44,6.412048695884372
U_00057,2021-01-03 08:00:00,0,2.3954167444388776
U_00058,2021-01-03 09:00:00,70,5.028899982748923
U_00059,2021-01-03 10:00:00,15,2.0627854328276074
U_00060,2021-01-03 11:00:00,11,0.9385161326415723
U_00061,2021-01-03 12:00:00,34,2.697126128140824
U_00062,2021-01-03 13:00:00,64,1.7052217526372893
U_00063,2021-01-03 14:00:00,34,3.4088061143096464
U_00064,2021-01-03 15:00:00,2,5.491325180640476
U_00065,2021-01-03 16:00:00,25,2.239125796265564
U_00066,2021-01-03 17:00:00,61,7.132707126124425
U_00067,2021-01-03 18:00:00,51,0.3896619678036215
U_00068,2021-01-03 19:00:00,39,6.739424319834417
U_00069,2021-01-03 20:00:00,82,2.833789815054401
U_00070,2021-01-03 21:00:00,58,6.405816322349012
U_00071,2021-01-03 22:00:00,62,5.1185184185820845
U_00072,2021-01-03 23:00:00,88,5.849597866915167
U_00073,2021-01-04 00:00:00,86,2.200095186226032
U_00074,2021-01-04 01:00:00,96,0.4150265291847708
U_00075,2021-01-04 02:00:00,10,0.23167533607074464
U_00076,2021-01-04 03:00:00,3,0.02142736303777415
U_00077,2021-01-04 04:00:00,75,0.33916602819357866
U_00078,2021-01-04 05:00:00,37,7.900434730160608
U_00079,2021-01-04 06:00:00,34,7.586412901808222
U_00080,2021-01-04 07:00:00,77,3.7381777210190785
U_00081,2021-01-04 08:00:00,59,7.836008116683053
U_00082,2021-01-04 09:00:00,22,3.7563099224598266
U_00083,2021-01-04 10:00:00,57,2.3778499085670086
U_00084,2021-01-04 11:00:00,41,0.974150462708133
U_00085,2021-01-04 12:00:00,57,5.976117173341417
U_00086,2021-01-04 13:00:00,4,6.77188871159101
U_00087,2021-01-04 14:00:00,82,7.99532654240356
U_00088,2021-01-04 15:00:00,92,1.848519524094261
U_00089,2021-01-04 16:00:00,81,7.252464596160084
U_00090,2021-01-04 17:00:00,41,0.0974689789199834
U_00091,2021-01-04 18:00:00,64,2.5183488880445584
U_00092,2021-01-04 19:00:00,72,6.131151557487507
U_00093,2021-01-04 20:00:00,23,2.783500676961462
U_00094,2021-01-04 21:00:00,46,3.9903957117469213
U_00095,2021-01-04 22:00:00,76,2.418985533105139
U_00096,2021-01-04 23:00:00,81,2.130864047126771
U_00097,2021-01-05 00:00:00,79,3.430872483185672
U_00098,2021-01-05 01:00:00,26,2.0422331504536597
U_00099,2021-01-05 02:00:00,9,2.452203527125536
U_00100,2021-01-05 03:00:00,31,0.2614014245567251
U_00101,2021-01-05 04:00:00,71,5.0187636118054755
U_00102,2021-01-05 05:00:00,19,6.738972518967748
U_00103,2021-01-05 06:00:00,3,4.862277634578722
U_00104,2021-01-05 07:00:00,16,5.152272107964031
U_00105,2021-01-05 08:00:00,62,7.4622998845832775
U_00106,2021-01-05 09:00:00,17,5.747270548811966
U_00107,2021-01-05 10:00:00,60,3.700111999105002
U_00108,2021-01-05 11:00:00,22,6.745292649637612
U_00109,2021-01-05 12:00:00,89,5.374144762615309
U_00110,2021-01-05 13:00:00,1,6.784381259718858
U_00111,2021-01-05 14:00:00,94,0.7672835529989745
U_00112,2021-01-05 15:00:00,12,5.819627187730154
U_00113,2021-01-05 16:00:00,22,4.069088438965911
U_00114,2021-01-05 17:00:00,34,0.6000822364385883
U_00115,2021-01-05 18:00:00,59,7.107458303793426
U_00116,2021-01-05 19:00:00,55,5.45228456969422
U_00117,2021-01-05 20:00:00,26,5.527545211420801
U_00118,2021-01-05 21:00:00,67,2.239418051186755
U_00119,2021-01-05 22:00:00,13,2.2240224892883393
U_00120,2021-01-05 23:00:00,79,7.15889549873912
U_00121,2021-01-06 00:00:00,89,1.3263306760432405
U_00122,2021-01-06 01:00:00,90,5.757141457918181
U_00123,2021-01-06 02:00:00,1,7.956406081765588
U_00124,2021-01-06 03:00:00,34,5.0724233805816406
U_00125,2021-01-06 04:00:00,74,5.275110555016601
U_00126,2021-01-06 05:00:00,5,3.2192144374614022
U_00127,2021-01-06 06:00:00,82,4.355493756164072
U_00128,2021-01-06 07:00:00,54,3.179708255090026
U_00129,2021-01-06 08:00:00,85,1.1697497478085568
U_00130,2021-01-06 09:00:00,75,4.181993186914283
U_00131,2021-01-06 10:00:00,43,5.972216760757977
U_00132,2021-01-06 11:00:00,100,3.2928380341449826
U_00133,2021-01-06 12:00:00,77,3.3653436288602814
U_00134,2021-01-06 13:00:00,83,7.917644858549082
U_00135,2021-01-06 14:00:00,15,0.18242728140494346
U_00136,2021-01-06 15:00:00,49,3.1153452609347987
U_00137,2021-01-06 16:00:00,29,0.4097400127464992
U_00138,2021-01-06 17:00:00,9,3.1637619711522076
U_00139,2021-01-06 18:00:00,29,6.50540612335785
U_00140,2021-01-06 19:00:00,79,3.324697939391175
U_00141,2021-01-06 20:00:00,55,1.7829792207148722
U_00142,2021-01-06 21:00:00,75,3.9777878311378716
U_00143,2021-01-06 22:00:00,94,1.1356712871556134
U_00144,2021-01-06 23:00:00,5,4.090752886073769
U_00145,2021-01-07 00:00:00,26,0.25733953874715176
U_00146,2021-01-07 01:00:00,28,5.581717165160909
U_00147,2021-01-07 02:00:00,51,7.093442817749414
U_00148,2021-01-07 03:00:00,3,5.830005031705495
U_00149,2021-01-07 04:00:00,46,4.6480376658408495
U_00150,2021-01-07 05:00:00,96,2.500714493919787
U_00151,2021-01-07 06:00:00,12,5.825313536223813
U_00152,2021-01-07 07:00:00,34,7.741515280270219
U_00153,2021-01-07 08:00:00,31,4.872921641787162
U_00154,2021-01-07 09:00:00,1,1.0969885650467779
U_00155,2021-01-07 10:00:00,44,3.6874227183872197
U_00156,2021-01-07 11:00:00,47,6.8848571825940725
U_00157,2021-01-07 12:00:00,64,7.676274394541241
U_00158,2021-01-07 13:00:00,50,2.4006593330713635
U_00159,2021-01-07 14:00:00,71,7.104268811973934
U_00160,2021-01-07 15:00:00,35,3.105361143665065
U_00161,2021-01-07 16:00:00,3,6.922374330301453
U_00162,2021-01-07 17:00:00,60,3.028591148374871
U_00163,2021-01-07 18:00:00,82,3.843368775975077
U_00164,2021-01-07 19:00:00,6,0.6254683558827923
U_00165,2021-01-07 20:00:00,21,3.366359030327973
U_00166,2021-01-07 21:00:00,59,0.4442276395081395
U_00167,2021-01-07 22:00:00,99,4.433705002194061
U_00168,2021-01-07 23:00:00,53,3.992165094015858
U_00169,2021-01-08 00:00:00,32,4.735123337262904
U_00170,2021-01-08 01:00:00,45,6.1199784680925795
U_00171,2021-01-08 02:00:00,55,2.950050077398518
U_00172,2021-01-08 03:00:00,93,0.5825679642208677
U_00173,2021-01-08 04:00:00,35,2.65782678303525
U_00174,2021-01-08 05:00:00,55,6.726874800627767
U_00175,2021-01-08 06:00:00,24,4.716179390827813
U_00176,2021-01-08 07:00:00,54,2.0541792462493262
U_00177,2021-01-08 08:00:00,23,7.433871654942328
U_00178,2021-01-08 09:00:00,49,1.3713363354499917
U_00179,2021-01-08 10:00:00,16,2.7266298860205085
U_00180,2021-01-08 11:00:00,27,0.05421601747839677
U_00181,2021-01-08 12:00:00,0,0.06572564937929126
U_00182,2021-01-08 13:00:00,49,3.889900988400873
U_00183,2021-01-08 14:00:00,48,2.7773804384502494
U_00184,2021-01-08 15:00:00,92,7.124984191331804
U_00185,2021-01-08 16:00:00,7,7.872631106882613
U_00186,2021-01-08 17:00:00,50,3.6165063825550545
U_00187,2021-01-08 18:00:00,8,1.4986940533880357
U_00188,2021-01-08 19:00:00,3,4.3899108644082485
U_00189,2021-01-08 20:00:00,56,3.7430091816071585
U_00190,2021-01-08 21:00:00,26,7.9306410147839514
U_00191,2021-01-08 22:00:00,9,6.030265918752394
U_00192,2021-01-08 23:00:00,82,4.05704327836797
U_00193,2021-01-09 00:00:00,76,4.927146259509241
U_00194,2021-01-09 01:00:00,90,2.0522903097515064
U_00195,2021-01-09 02:00:00,17,4.952482245478332
U_00196,2021-01-09 03:00:00,35,4.475589273390111
U_00197,2021-01-09 04:00:00,49,2.9008588305690735
U_00198,2021-01-09 05:00:00,59,6.060218452147828
U_00199,2021-01-09 06:00:00,79,6.530172279617306
U_00200,2021-01-09 07:00:00,98,3.9732705424887307
U_00201,2021-01-09 08:00:00,39,3.6826415624212965
U_00202,2021-01-09 09:00:00,50,4.499005056293965
U_00203,2021-01-09 10:00:00,94,4.75521245827733
U_00204,2021-01-09 11:00:00,11,4.031282976141112
U_00205,2021-01-09 12:00:00,36,3.750241344108238
U_00206,2021-01-09 13:00:00,36,4.245850304605232
U_00207,2021-01-09 14:00:00,36,6.964693139088571
U_00208,2021-01-09 15:00:00,90,7.752747400543373
U_00209,2021-01-09 16:00:00,33,4.680284853701582
U_00210,2021-01-09 17:00:00,22,4.390881816445062
U_00211,2021-01-09 18:00:00,56,6.087921786092763
U_00212,2021-01-09 19:00:00,3,6.345073388369337
U_00213,2021-01-09 20:00:00,74,3.7133139342179593
U_00214,2021-01-09 21:00:00,51,6.009962226603391
U_00215,2021-01-09 22:00:00,65,1.7469819659004626
U_00216,2021-01-09 23:00:00,50,3.1168972736572025
U_00217,2021-01-10 00:00:00,90,5.830603177342894
U_00218,2021-01-10 01:00:00,50,6.402022471062912
U_00219,2021-01-10 02:00:00,5,4.938809622868518
U_00220,2021-01-10 03:00:00,88,3.2730138111720413
U_00221,2021-01-10 04:00:00,44,6.683835134993556
U_00222,2021-01-10 05:00:00,14,4.032773109865961
U_00223,2021-01-10 06:00:00,83,7.673770837214832
U_00224,2021-01-10 07:00:00,39,7.289137949231952
U_00225,2021-01-10 08:00:00,59,1.0849605583692696
U_00226,2021-01-10 09:00:00,37,3.195773614767714
U_00227,2021-01-10 10:00:00,75,5.167275662038263
U_00228,2021-01-10 11:00:00,60,2.44423535686421
U_00229,2021-01-10 12:00:00,67,3.4915413403973474
U_00230,2021-01-10 13:00:00,10,4.405920164981927
U_00231,2021-01-10 14:00:00,75,5.8185502439172145
U_00232,2021-01-10 15:00:00,33,2.182063471933019
U_00233,2021-01-10 16:00:00,38,3.6543100688202106
U_00234,2021-01-10 17:00:00,25,7.05802072167944
U_00235,2021-01-10 18:00:00,24,7.711432853999293
U_00236,2021-01-10 19:00:00,38,2.9402798349866366
U_00237,2021-01-10 20:00:00,72,5.899461245102075
U_00238,2021-01-10 21:00:00,11,2.4610569267869247
U_00239,2021-01-10 22:00:00,35,4.876169852587042
U_00240,2021-01-10 23:00:00,94,1.0202188792423161
U_00241,2021-01-11 00:00:00,84,4.079066611606669
U_00242,2021-01-11 01:00:00,5,2.5119521915660936
U_00243,2021-01-11 02:00:00,27,5.671248517229378
U_00244,2021-01-11 03:00:00,62,3.038597193502234
U_00245,2021-01-11 04:00:00,94,1.0971868835825376
U_00246,2021-01-11 05:00:00,62,5.402402149407447
U_00247,2021-01-11 06:00:00,0,7.922678060554852
U_00248,2021-01-11 07:00:00,78,5.221004996470891
U_00249,2021-01-11 08:00:00,74,2.0092843309719175
U_00250,2021-01-11 09:00:00,76,1.0266698867181914
U_00251,2021-01-11 10:00:00,75,7.257648414899081
U_00252,2021-01-11 11:00:00,28,2.78727660676398
U_00253,2021-01-11 12:00:00,39,7.323724020024886
U_00254,2021-01-11 13:00:00,19,5.248349975521642
U_00255,2021-01-11 14:00:00,73,4.045442392889723
U_00256,2021-01-11 15:00:00,74,2.6808095956233897
U_00257,2021-01-11 16:00:00,65,3.6364819830575845
U_00258,2021-01-11 17:00:00,90,1.748243903426558
U_00259,2021-01-11 18:00:00,32,5.016175954076646
U_00260,2021-01-11 19:00:00,90,4.596045877139674
U_00261,2021-01-11 20:00:00,75,5.575404318277472
U_00262,2021-01-11 21:00:00,89,3.464182574731656
U_00263,2021-01-11 22:00:00,76,7.258858393430417
U_00264,2021-01-11 23:00:00,9,7.093022591719041
U_00265,2021-01-12 00:00:00,38,3.130960993138994
U_00266,2021-01-12 01:00:00,88,7.209612968256302
U_00267,2021-01-12 02:00:00,16,1.5198555374566398
U_00268,2021-01-12 03:00:00,1,4.104689838115641
U_00269,2021-01-12 04:00:00,65,3.6090730386542695
U_00270,2021-01-12 05:00:00,29,1.0743094477490702
U_00271,2021-01-12 06:00:00,60,2.4124949490666614
U_00272,2021-01-12 07:00:00,52,1.2823012593313434
U_00273,2021-01-12 08:00:00,79,0.0529558024986958
U_00274,2021-01-12 09:00:00,53,4.890720652329592
U_00275,2021-01-12 10:00:00,13,2.0000412245050825
U_00276,2021-01-12 11:00:00,2,3.9311926414231095
U_00277,2021-01-12 12:00:00,33,2.3153541657696133
U_00278,2021-01-12 13:00:00,14,0.2934809910218963
U_00279,2021-01-12 14:00:00,22,7.649669729911763
U_00280,2021-01-12 15:00:00,66,7.496811867218883
U_00281,2021-01-12 16:00:00,100,3.5265698784902497
U_00282,2021-01-12 17:00:00,35,4.586104155146589
U_00283,2021-01-12 18:00:00,97,0.4001387331002437
U_00284,2021-01-12 19:00:00,75,5.414926015705598
U_00285,2021-01-12 20:00:00,47,0.6737431807335232
U_00286,2021-01-12 21:00:00,81,2.8424481501501893
U_00287,2021-01-12 22:00:00,64,1.889378945819848
U_00288,2021-01-12 23:00:00,36,0.010448473895539934
U_00289,2021-01-13 00:00:00,43,3.8067391880572936
U_00290,2021-01-13 01:00:00,37,5.883273716475465
U_00291,2021-01-13 02:00:00,55,0.8226564475544142
U_00292,2021-01-13 03:00:00,67,7.668957179716609
U_00293,2021-01-13 04:00:00,25,3.483872841698477
U_00294,2021-01-13 05:00:00,93,4.374448129811058
U_00295,2021-01-13 06:00:00,99,3.3837085497435675
U_00296,2021-01-13 07:00:00,18,5.982221428964594
U_00297,2021-01-13 08:00:00,8,7.9389146034887865
U_00298,2021-01-13 09:00:00,94,4.755037471158473
U_00299,2021-01-13 10:00:00,13,6.531293583407308
U_00300,2021-01-13 11:00:00,16,7.052076733251318
U_00301,2021-01-13 12:00:00,29,3.981920653478472
U_00302,2021-01-13 13:00:00,63,3.6532413173711147
U_00303,2021-01-13 14:00:00,5,7.616129391307739
U_00304,2021-01-13 15:00:00,16,1.2426420085173113
U_00305,2021-01-13 16:00:00,50,1.2582587809549555
U_00306,2021-01-13 17:00:00,61,3.2384020839186975
U_00307,2021-01-13 18:00:00,34,0.3228554529955616
U_00308,2021-01-13 19:00:00,47,4.7465491741044925
U_00309,2021-01-13 20:00:00,53,5.429324082809442
U_00310,2021-01-13 21:00:00,21,0.4637924706747967
U_00311,2021-01-13 22:00:00,20,7.352657509466865
U_00312,2021-01-13 23:00:00,58,4.9525818314159995
U_00313,2021-01-14 00:00:00,82,3.684913096893842
U_00314,2021-01-14 01:00:00,74,6.903173109144441
U_00315,2021-01-14 02:00:00,15,6.681536126286614
U_00316,2021-01-14 03:00:00,39,3.1458075466705013
U_00317,2021-01-14 04:00:00,34,2.543865613970425
U_00318,2021-01-14 05:00:00,70,2.303507388292849
U_00319,2021-01-14 06:00:00,68,5.437572842349459
U_00320,2021-01-14 07:00:00,21,1.37450118660837
U_00321,2021-01-14 08:00:00,49,7.5901177843993555
U_00322,2021-01-14 09:00:00,80,0.9121304325836839
U_00323,2021-01-14 10:00:00,18,4.204098251619018
U_00324,2021-01-14 11:00:00,3,0.9173535453649819
U_00325,2021-01-14 12:00:00,23,7.828946574094397
U_00326,2021-01-14 13:00:00,23,6.137998824355939
U_00327,2021-01-14 14:00:00,62,5.819751525331488
U_00328,2021-01-14 15:00:00,55,3.772715343673495
U_00329,2021-01-14 16:00:00,98,0.7238102888862841
U_00330,2021-01-14 17:00:00,98,2.5565039802208096
U_00331,2021-01-14 18:00:00,8,1.5023121970714852
U_00332,2021-01-14 19:00:00,85,0.6196121175544782
U_00333,2021-01-14 20:00:00,31,1.6560447787600694
U_00334,2021-01-14 21:00:00,89,2.220922289166534
U_00335,2021-01-14 22:00:00,91,5.070195643598021
U_00336,2021-01-14 23:00:00,21,5.690761549061176
U_00337,2021-01-15 00:00:00,82,7.659115692992198
U_00338,2021-01-15 01:00:00,73,7.429146249805569
U_00339,2021-01-15 02:00:00,97,5.23371913388245
U_00340,2021-01-15 03:00:00,62,0.5094025823228172
U_00341,2021-01-15 04:00:00,3,5.452663601355264
U_00342,2021-01-15 05:00:00,3,7.408609783180678
U_00343,2021-01-15 06:00:00,88,5.831541162175914
U_00344,2021-01-15 07:00:00,73,5.892249708930515
U_00345,2021-01-15 08:00:00,45,0.45663815957305864
U_00346,2021-01-15 09:00:00,74,0.6961472204775605
U_00347,2021-01-15 10:00:00,1,3.483870146933584
U_00348,2021-01-15 11:00:00,4,2.363177697248288
U_00349,2021-01-15 12:00:00,33,5.535476893420464
U_00350,2021-01-15 13:00:00,10,0.8351397191367829
U_00351,2021-01-15 14:00:00,34,7.6333090348548795
U_00352,2021-01-15 15:00:00,35,4.987193289417743
U_00353,2021-01-15 16:00:00,10,4.673399843319762
U_00354,2021-01-15 17:00:00,37,3.9176406510725315
U_00355,2021-01-15 18:00:00,25,1.7280717744887681
U_00356,2021-01-15 19:00:00,55,4.598690986319778
U_00357,2021-01-15 20:00:00,36,4.454660025738711
U_00358,2021-01-15 21:00:00,64,6.474675625016041
U_00359,2021-01-15 22:00:00,22,6.171653719399044
U_00360,2021-01-15 23:00:00,35,5.080193306442557
U_00361,2021-01-16 00:00:00,49,3.43519623107684
U_00362,2021-01-16 01:00:00,77,3.6341537524627316
U_00363,2021-01-16 02:00:00,50,5.817139687642987
U_00364,2021-01-16 03:00:00,16,4.039707750251692
U_00365,2021-01-16 04:00:00,73,4.09051684402972
U_00366,2021-01-16 05:00:00,58,7.845844041718795
U_00367,2021-01-16 06:00:00,81,5.594097031205701
U_00368,2021-01-16 07:00:00,91,7.892688659892766
U_00369,2021-01-16 08:00:00,78,1.8050766055030065
U_00370,2021-01-16 09:00:00,19,2.1386347275247326
U_00371,2021-01-16 10:00:00,31,3.6981230821531765
U_00372,2021-01-16 11:00:00,99,7.024642696473961
U_00373,2021-01-16 12:00:00,0,0.3638875837199107
U_00374,2021-01-16 13:00:00,25,2.8743206191881248
U_00375,2021-01-16 14:00:00,15,1.430380663299795
U_00376,2021-01-16 15:00:00,21,7.711756583971855
U_00377,2021-01-16 16:00:00,83,7.956491013173527
U_00378,2021-01-16 17:00:00,16,5.525630748902344
U_00379,2021-01-16 18:00:00,48,0.45171834838361047
U_00380,2021-01-16 19:00:00,55,5.807829072151464
U_00381,2021-01-16 20:00:00,71,2.438004111245232
U_00382,2021-01-16 21:00:00,97,6.23952370271617
U_00383,2021-01-16 22:00:00,56,2.7683716236087266
U_00384,2021-01-16 23:00:00,74,4.65085966976034
U_00385,2021-01-17 00:00:00,81,3.9599189473379317
U_00386,2021-01-17 01:00:00,92,3.708629936634316
U_00387,2021-01-17 02:00:00,92,1.8773778119149105
U_00388,2021-01-17 03:00:00,52,5.180824625917381
U_00389,2021-01-17 04:00:00,61,7.915547123680701
U_00390,2021-01-17 05:00:00,53,6.717590986938095
U_00391,2021-01-17 06:00:00,75,7.0044115110003835
U_00392,2021-01-17 07:00:00,36,3.501972468021777
U_00393,2021-01-17 08:00:00,65,5.421553222675206
U_00394,2021-01-17 09:00:00,31,4.70566418970217
U_00395,2021-01-17 10:00:00,57,1.2500881037082374
U_00396,2021-01-17 11:00:00,38,6.425780447811423
U_00397,2021-01-17 12:00:00,11,3.8059353300359575
U_00398,2021-01-17 13:00:00,25,1.0050712590193696
U_00399,2021-01-17 14:00:00,54,0.4085475001722738
U_00400,2021-01-17 15:00:00,88,5.481801562195093
U_00401,2021-01-17 16:00:00,63,6.344931502518202
U_00402,2021-01-17 17:00:00,85,2.5191959409321862
U_00403,2021-01-17 18:00:00,92,3.4115353855644504
U_00404,2021-01-17 19:00:00,53,3.445519602047872
U_00405,2021-01-17 20:00:00,71,1.6946792200515475
U_00406,2021-01-17 21:00:00,65,0.4630009030322144
U_00407,2021-01-17 22:00:00,13,7.681790214458759
U_00408,2021-01-17 23:00:00,55,2.362409885986647
U_00409,2021-01-18 00:00:00,66,5.512846933963381
U_00410,2021-01-18 01:00:00,30,1.2696218147696863
U_00411,2021-01-18 02:00:00,67,5.668872102836922
U_00412,2021-01-18 03:00:00,50,6.931170000160359
U_00413,2021-01-18 04:00:00,45,3.608723087880663
U_00414,2021-01-18 05:00:00,65,7.668319562442433
U_00415,2021-01-18 06:00:00,43,1.8955482257726262
U_00416,2021-01-18 07:00:00,47,7.759824930901282
U_00417,2021-01-18 08:00:00,97,6.160629386631899
U_00418,2021-01-18 09:00:00,3,3.8840797960372395
U_00419,2021-01-18 10:00:00,93,3.2697641274637954
U_00420,2021-01-18 11:00:00,50,3.7290533669089934
U_00421,2021-01-18 12:00:00,10,1.9979813339107952
U_00422,2021-01-18 13:00:00,42,0.0995258747862584
U_00423,2021-01-18 14:00:00,26,3.5179214155174146
U_00424,2021-01-18 15:00:00,56,5.402035189603437
U_00425,2021-01-18 16:00:00,86,6.801384489757843
U_00426,2021-01-18 17:00:00,79,6.493471837194998
U_00427,2021-01-18 18:00:00,86,7.172027397117221
U_00428,2021-01-18 19:00:00,18,0.04206712982052885
U_00429,2021-01-18 20:00:00,42,2.0916323263167733
U_00430,2021-01-18 21:00:00,50,1.3000331588156921
U_00431,2021-01-18 22:00:00,25,2.1479777204505375
U_00432,2021-01-18 23:00:00,34,0.13062503621369004
U_00433,2021-01-19 00:00:00,89,2.2968473187604985
U_00434,2021-01-19 01:00:00,77,5.860935913587007
U_00435,2021-01-19 02:00:00,10,0.039088485499075176
U_00436,2021-01-19 03:00:00,96,5.143664563349351
U_00437,2021-01-19 04:00:00,100,4.408606276819968
U_00438,2021-01-19 05:00:00,91,4.5057600141820515
U_00439,2021-01-19 06:00:00,34,5.850751859541807
U_00440,2021-01-19 07:00:00,56,7.858574049931083
U_00441,2021-01-19 08:00:00,98,4.089384184962496
U_00442,2021-01-19 09:00:00,85,1.5118812568836502
U_00443,2021-01-19 10:00:00,87,7.316167929768377
U_00444,2021-01-19 11:00:00,55,4.781891012048517
U_00445,2021-01-19 12:00:00,67,5.650627036371697
U_00446,2021-01-19 13:00:00,17,5.852313915028822
U_00447,2021-01-19 14:00:00,12,7.832532578840541
U_00448,2021-01-19 15:00:00,20,6.072697510094019
U_00449,2021-01-19 16:00:00,24,3.5745622451090915
U_00450,2021-01-19 17:00:00,89,6.630914221120322
U_00451,2021-01-19 18:00:00,26,3.1937718025624404
U_00452,2021-01-19 19:00:00,23,5.437286566994412
U_00453,2021-01-19 20:00:00,76,1.8382648405893978
U_00454,2021-01-19 21:00:00,84,5.005600721651954
U_00455,2021-01-19 22:00:00,82,4.005439106414184
U_00456,2021-01-19 23:00:00,28,6.99559575029522
U_00457,2021-01-20 00:00:00,34,1.1389492477671839
U_00458,2021-01-20 01:00:00,8,0.9954101035610163
U_00459,2021-01-20 02:00:00,67,1.161683477416279
U_00460,2021-01-20 03:00:00,12,0.6746779627569675
U_00461,2021-01-20 04:00:00,81,7.735437646853862
U_00462,2021-01-20 05:00:00,45,1.0448206814768808
U_00463,2021-01-20 06:00:00,39,2.8420841831420045
U_00464,2021-01-20 07:00:00,54,5.83999313196906
U_00465,2021-01-20 08:00:00,62,0.9651635830825187
U_00466,2021-01-20 09:00:00,100,1.502499460376293
U_00467,2021-01-20 10:00:00,34,2.1445505173966604
U_00468,2021-01-20 11:00:00,39,2.583184143089965
U_00469,2021-01-20 12:00:00,49,1.0582251543422654
U_00470,2021-01-20 13:00:00,64,0.9808347392125736
U_00471,2021-01-20 14:00:00,28,6.444513812292887
U_00472,2021-01-20 15:00:00,30,1.469013581682777
U_00473,2021-01-20 16:00:00,19,6.586574050726359
U_00474,2021-01-20 17:00:00,21,2.226521305840383
U_00475,2021-01-20 18:00:00,7,5.622742619933596
U_00476,2021-01-20 19:00:00,77,0.5844527148141596
U_00477,2021-01-20 20:00:00,46,6.192872364778377
U_00478,2021-01-20 21:00:00,100,4.936639650474774
U_00479,2021-01-20 22:00:00,47,5.90614053316147
U_00480,2021-01-20 23:00:00,57,1.3287613880622624
U_00481,2021-01-21 00:00:00,23,7.002411434577854
U_00482,2021-01-21 01:00:00,76,2.7050146782161493
U_00483,2021-01-21 02:00:00,6,0.5423077906906544
U_00484,2021-01-21 03:00:00,94,4.079091953839232
U_00485,2021-01-21 04:00:00,9,0.5270538452968863
U_00486,2021-01-21 05:00:00,59,0.12727125526056415
U_00487,2021-01-21 06:00:00,93,5.723594404375336
U_00488,2021-01-21 07:00:00,25,0.2566104888183087
U_00489,2021-01-21 08:00:00,39,2.6391268732409747
U_00490,2021-01-21 09:00:00,19,5.556238348128486
U_00491,2021-01-21 10:00:00,3,1.808584516473836
